step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
54,2.75,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1576483380049467,1.7172557080630213,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 487, 'self_collision': 0}",0.0005329481803646009,491,491,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.011263050022535026,0.0024313050089403987,0.0018251530127599835,0.00281951401848346
55,2.8000000000000003,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1576483380049467,1.7172557080630213,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 487, 'self_collision': 0}",0.0005329481803646009,491,491,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.01210834609810263,0.004060411942191422,0.0013424180215224624,0.0016118219355121255
56,2.85,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1576483380049467,1.7172557080630213,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 487, 'self_collision': 0}",0.0005329481803646009,491,491,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.010745813022367656,0.002563767018727958,0.0014425970148295164,0.0018141040345653892
57,2.9000000000000004,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1576483380049467,1.7172557080630213,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 487, 'self_collision': 0}",0.0005329481803646009,491,491,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009935976937413216,0.002925346023403108,0.001291187945753336,0.001550332992337644
58,2.95,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1576483380049467,1.7172557080630213,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 487, 'self_collision': 0}",0.0005329481803646009,491,491,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009944566059857607,0.0026373709551990032,0.0013359430013224483,0.0018112940015271306
59,3.0,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1576483380049467,1.7172557080630213,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 487, 'self_collision': 0}",0.0005329481803646009,491,491,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.010165765997953713,0.002862627967260778,0.0014694139827042818,0.0015943649923428893
60,3.0500000000000003,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.15886637300718576,1.876122081070207,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 552, 'self_collision': 0}",0.0005329481803646009,556,556,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.16891102795489132,0.0024832510389387608,0.001464687054976821,0.001634333049878478
61,3.1,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.15886637300718576,1.876122081070207,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 552, 'self_collision': 0}",0.0005329481803646009,556,556,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009890244924463332,0.0029157130047678947,0.0012633450096473098,0.0016677130479365587
62,3.1500000000000004,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.15886637300718576,1.876122081070207,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 552, 'self_collision': 0}",0.0005329481803646009,556,556,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.011555084027349949,0.004254592000506818,0.0016125700203701854,0.001626582001335919
63,3.2,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.15886637300718576,1.876122081070207,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 552, 'self_collision': 0}",0.0005329481803646009,556,556,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.01346561498939991,0.0023638909915462136,0.004948123940266669,0.001663240953348577
64,3.25,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.15886637300718576,1.876122081070207,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 552, 'self_collision': 0}",0.0005329481803646009,556,556,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009773040073923767,0.002614916069433093,0.0012357638916000724,0.0018634529551491141
65,3.3000000000000003,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.15886637300718576,1.876122081070207,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 552, 'self_collision': 0}",0.0005329481803646009,556,556,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.0095147400861606,0.0028728150064125657,0.001238701050169766,0.0014488899614661932
66,3.35,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.15886637300718576,1.876122081070207,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 552, 'self_collision': 0}",0.0005329481803646009,556,556,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009442227077670395,0.0025729809422045946,0.001270751003175974,0.0016034049913287163
67,3.4000000000000004,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.15886637300718576,1.876122081070207,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 88, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 4, 'obstacle_contact': 552, 'self_collision': 0}",0.0005329481803646009,556,556,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.012074432917870581,0.003322371980175376,0.0014609030913561583,0.0025174410548061132
