step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-1.0515499367973828,0.26951783895492554,0.5456268191337585,0.26109209656715393,0.16922713816165924,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.538014531135559,1.6961336135864258,18.271312713623047,0.3499999940395355,0.0,0.5801949613281432,0.5456268191337585,0.03456814219438464,0.20722185984252828,0.8909787144047434,0.15560151140633008,0.7214389373642187,-0.5658374259578887,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0651407266583908,1,1,0,0,0.043630423196683255,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.436991541372467,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_lower|joint_4_velocity_lower,workspace_z_upper,,,0,0,0,optimal; continuity_tiebreak,0.7264389504728076,1,continuity_tiebreak,0.9986834526062012,0,goal_velocity_linprog,0.0,valid,0.0651407266583908,0.9916569079006425,6.07180658e-19|0.307515661|0.767805091|0.767805091|0.908107869|0.886664861,0.483537388|0.281283826|0.0651407267|0.0721407267|0.094245715|0.0999069119,0.663120234|0.460866671|0.244723572|0.251723572|0.27382856|0.279489757,0.603537388|0.401283826|0.185140727|0.192140727|0.214245715|0.219906912,0|0|0|0|0|0,-3.55861891e-19|0.224422133|0.309376714|0.309376714|0.224084894|0.189250681,0|0|0|0|0|0,1.93414955|1.34955744|0.569939621|0.597939621|0.601067754|0.588878328,optimal,0.7264389504728076,0.7214389373642187,0.0050000131085888855,0.497474849|0.433837742|0.555379868,0|-0|-0,0.026576808071695268,0.004899624036625028,0.0023685970809310675,0.009419046924449503
11,0.6000000000000001,-1.127837011953939,0.24451513588428497,0.5230996012687683,0.2738218307495117,0.15369801223278046,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0912269353866577,8.944273948669434,196.413818359375,0.0,0.0,0.5456268166048827,0.5230996012687683,0.022527215336114348,0.0,0.6412961825568221,0.0,0.46818339859458075,-0.46818339859458075,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08099833629395725,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,1.0912269667965393,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper,predictive_link_2,,,0,0,1,solved,nan,0,,0.9998864531517029,0,osqp,0.0,valid,0.08099833629395725,1.0018756087408174,1.214367e-18|0.305125471|0.764659196|0.764659196|0.910734562|0.899333388,0.483026453|0.291782905|0.0809983363|0.0879983363|0.106247655|0.110485511,0.663120234|0.471876685|0.261092117|0.268092117|0.286341436|0.290579291,0.603026453|0.411782905|0.200998336|0.207998336|0.226247655|0.230485511,0|0|0|0|0|0,5.25329973e-19|0.154137928|0.245488202|0.245488202|0.196356724|0.1804557,0|0|0|0|0|0,1.93210581|1.32126955|0.569481547|0.597481547|0.621347344|0.622397743,optimal,0.6629264903196148,0.4681833985945808,0.194743091725034,0.497474849|0.433837742|0.555379868,0|-0|-0,0.017750301980413496,0.004856177023611963,0.0022448920644819736,0.0029162090504541993
12,0.65,-1.2292704845417437,0.23005636036396027,0.5108301639556885,0.28180232644081116,0.14476993680000305,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6450305581092834,8.944272994995117,2.336015495529864e-05,0.0,0.0,0.523099597599423,0.5108301639556885,0.012269433643734562,0.0,0.38547717350306876,0.0,0.2524428953628746,-0.2524428953628746,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.09340329851057358,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,0.6450305611995706,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper,predictive_link_2,,,0,0,1,solved,nan,0,,0.9993544816970825,0,osqp,0.0,valid,0.09340329851057358,1.00837110836048,0|0.216822389|0.544254091|0.544254091|0.649151589|0.644983544,0.482701678|0.299304117|0.0934032985|0.100403299|0.116264875|0.119833936,0.663120233|0.479722673|0.273821854|0.280821854|0.29668343|0.300252491,0.602701678|0.419304117|0.213403299|0.220403299|0.236264875|0.239833936,0|0|0|0|0|0,0|0.0895951596|0.155544161|0.155544161|0.131353005|0.125365793,0|0|0|0|0|0,1.93080671|1.28681163|0.529157355|0.557157355|0.596412504|0.604701536,optimal,0.5963349231974606,0.25244289536287456,0.34389202783458606,0.497474849|0.433837742|0.555379868,0|-0|-0,0.018839937984012067,0.005220107035711408,0.0022939599584788084,0.0031302219722419977
13,0.7000000000000001,-1.356468284523642,0.22522708773612976,0.5071200728416443,0.2845688462257385,0.14181093871593475,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.20335254073143005,8.944292068481445,0.0004132833273615688,0.0,0.0,0.5108301689848253,0.5071200728416443,0.003710096143180963,0.0,0.1264772058884765,0.0,0.07420446165628346,-0.07420446165628346,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10120930000111023,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,0.20335254379499734,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.9812400341033936,0,osqp,0.0,valid,0.10120930000111023,1.0118602993779404,0|0.129712611|0.325783873|0.325783873|0.388097024|0.386660403,0.482527219|0.303826672|0.1012093|0.1082093|0.122774222|0.126073383,0.663120234|0.484419687|0.281802315|0.288802315|0.303367237|0.306666398,0.602527219|0.423826672|0.2212093|0.2282093|0.242774222|0.246073383,0|0|0|0|0|0,0|0.0292561091|0.0532151548|0.0532151548|0.0455309973|0.0441281289,0|0|0|0|0|0,1.93010887|1.2445628|0.458052355|0.486052355|0.536627884|0.548421662,optimal,0.3930709034960808,0.07420446165628346,0.31886644183979734,0.497474849|0.433837742|0.555379868,0|-0|-0,0.01127932604867965,0.0029924389673396945,0.001539858989417553,0.0018779009114950895
14,0.75,-1.4168480582967484,0.2252148985862732,0.5071197152137756,0.28457513451576233,0.1418042927980423,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,4.067050933837891,103.26039123535156,0.0,0.0,0.5071200694506368,0.5071197152137756,3.5423686117752595e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10393390744546827,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10393390744546827,1.0126986184730948,4.33763497e-20|0.0431792427|0.108464402|0.108464402|0.126825347|0.126510328,0.482485303|0.305509318|0.103933907|0.110933907|0.124937196|0.128155832,0.663120234|0.486144249|0.284568838|0.291568838|0.305572127|0.308790763,0.602485303|0.425509318|0.223933907|0.230933907|0.244937196|0.248155832,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994121|1.22203727|0.41573563|0.44373563|0.499748783|0.51262333,optimal,0.22961291284701144,0.0,0.22961291284701144,0.497474849|0.433837742|0.555379868,0|-0|-0,0.011989099089987576,0.0032166020246222615,0.0015398570103570819,0.0019967929692938924
15,0.8,-1.4151995096949577,0.22521497309207916,0.5071196556091309,0.2845751643180847,0.14180433750152588,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,81.34101867675781,0.0,0.0,0.5071197208266497,0.5071196556091309,6.521751882981874e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,0.0,passthrough,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087125979751,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087125979751,1.012685955326008,2.75245777e-24|9.24744647e-06|1.53363659e-05|1.53363659e-05|1.85271522e-05|1.81856959e-05,0.482485936|0.305551857|0.103940871|0.110940871|0.124911389|0.128127555,0.663120234|0.486186154|0.284575169|0.291575169|0.305545686|0.308761853,0.602485936|0.425551857|0.223940871|0.230940871|0.244911389|0.248127555,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0|0|0|0|0|0,1.92994374|1.22220743|0.415763485|0.443763485|0.499645555|0.51251022,optimal,0.15786955362331997,0.0,0.15786955362331997,0.497474849|0.433837742|0.555379868,0|-0|-0,0.010806933976709843,0.0028486730298027396,0.0014619029825553298,0.0018197540193796158
16,0.8500000000000001,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042927980423,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196654381193,0.5071196556091309,9.828988400961691e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,0.0,passthrough,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394086820895371,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394086820895371,1.012685724356979,2.70474668e-25|4.66975197e-07|7.82960438e-07|7.82960438e-07|8.93604042e-07|8.77233627e-07,0.482485947|0.30555196|0.103940868|0.110940868|0.124911546|0.128127707,0.663120234|0.486186246|0.284575154|0.291575154|0.305545833|0.308761993,0.602485947|0.42555196|0.223940868|0.230940868|0.244911546|0.248127707,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763473|0.443763473|0.499646186|0.512510827,optimal,0.15786958873705134,0.0,0.15786958873705134,0.497474849|0.433837742|0.555379868,0|-0|-0,0.013170839054509997,0.0038110819878056645,0.0012775859795510769,0.0015906470362097025
17,0.9,-1.4152001653460502,0.2252148687839508,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,0.0,passthrough,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1039408732699047,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.1039408732699047,1.0126857007888659,1.24256486e-26|2.13973222e-08|3.58783695e-08|3.58783695e-08|4.0959625e-08|4.02170772e-08,0.482485949|0.30555196|0.103940873|0.110940873|0.124911581|0.128127743,0.663120234|0.486186245|0.284575158|0.291575158|0.305545866|0.308762028,0.602485949|0.42555196|0.223940873|0.230940873|0.244911581|0.248127743,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763493|0.443763493|0.499646326|0.512510972,optimal,0.15786959754263358,0.0,0.15786959754263358,0.497474849|0.433837742|0.555379868,0|-0|-0,0.01026279793586582,0.0027730329893529415,0.0015646739630028605,0.001703066984191537
18,0.9500000000000001,-1.4152001653460502,0.2252148687839508,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,0.0,passthrough,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394088317971073,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394088317971073,1.012685700878615,5.69067232e-28|9.79936979e-10|1.64312861e-09|1.64312861e-09|1.87584399e-09|1.84184089e-09,0.482485949|0.30555196|0.103940883|0.110940883|0.124911581|0.128127743,0.663120234|0.486186245|0.284575168|0.291575168|0.305545866|0.308762028,0.602485949|0.42555196|0.223940883|0.230940883|0.244911581|0.248127743,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763533|0.443763533|0.499646325|0.512510972,optimal,0.15786959753975585,0.0,0.15786959753975585,0.497474849|0.433837742|0.555379868,0|-0|-0,0.010935719939880073,0.0027251490391790867,0.0016822130419313908,0.0021730440203100443
19,1.0,-1.4152001653460502,0.2252148687839508,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.4234900790033862,0.4234900790033862,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 160, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128523513379584,0,0,nan,nan,0.0,passthrough,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394088319014974,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394088319014974,1.0126857008827255,2.60616088e-29|4.48782386e-11|7.52504696e-11|7.52504696e-11|8.59081546e-11|8.43509135e-11,0.482485949|0.30555196|0.103940883|0.110940883|0.124911581|0.128127743,0.663120234|0.486186245|0.284575168|0.291575168|0.305545866|0.308762028,0.602485949|0.42555196|0.223940883|0.230940883|0.244911581|0.248127743,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763533|0.443763533|0.499646325|0.512510972,optimal,0.15786959753962404,0.0,0.15786959753962404,0.497474849|0.433837742|0.555379868,0|-0|-0,0.015444889082573354,0.004049213952384889,0.0020010611042380333,0.002347714966163039
20,1.05,-1.4152005825785636,0.22521497309207916,0.5071196556091309,0.2845751643180847,0.14180433750152588,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2131906698923558,0.636680748895742,0,0,0,0,-1,nan,nan,,,224,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 224, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394088319062783,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394088319062783,1.0126857008829135,1.19354524e-30|2.05529169e-12|3.44625077e-12|3.44625077e-12|3.93434146e-12|3.86302438e-12,0.482485949|0.30555196|0.103940883|0.110940883|0.124911581|0.128127743,0.663120234|0.486186245|0.284575168|0.291575168|0.305545866|0.308762028,0.602485949|0.42555196|0.223940883|0.230940883|0.244911581|0.248127743,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763533|0.443763533|0.499646325|0.512510972,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.22501063300296664,0.004155852016992867,0.0012980190804228187,0.0016360009321942925
21,1.1,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2131906698923558,0.636680748895742,0,0,0,0,-1,nan,nan,,,224,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 224, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264271,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264271,1.0126857077991998,5.46608693e-32|9.41263294e-14|1.57828176e-13|1.57828176e-13|1.80181297e-13|1.76915184e-13,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.1578695977482101,0.0,0.1578695977482101,0.497474849|0.433837742|0.555379868,0|-0|-0,0.010126242064870894,0.0025022359332069755,0.0012833010405302048,0.001738659106194973
22,1.1500000000000001,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2131906698923558,0.636680748895742,0,0,0,0,-1,nan,nan,,,224,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 224, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264374,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264374,1.0126857077992,2.50330742e-33|4.31070983e-15|7.22806758e-15|7.22806758e-15|8.25177493e-15|8.10219654e-15,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0.15|0.15,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821002,0.0,0.15786959774821002,0.497474849|0.433837742|0.555379868,0|-0|-0,0.01025936205405742,0.0027276569744572043,0.0012781169498339295,0.0021452230866998434
